# ---------------------------------- WARNING ----------------------------------------						
# Some of the data that you have obtained from this U.S. Geological Survey database						
# may not have received Director's approval. Any such data values are qualified						
# as provisional and are subject to revision. Provisional data are released on the						
# condition that neither the USGS nor the United States Government may be held liable						
# for any damages resulting from its use.						
#						
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement						
#						
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output						
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals						
#						
# Contact:   gs-w_support_nwisweb@usgs.gov						
# retrieved: 2020-02-25 11:31:03 EST       (caww02)						
#						
# Data for the following 1 site(s) are contained in this file						
"#    USGS 02448000 NOXUBEE RIVER AT MACON, MS"						
# -----------------------------------------------------------------------------------						
#						
# Data provided for site 02448000						
#            TS   parameter     statistic     Description						
"#         78518       00065     00003     Gage height, feet (Mean)"						
"#         78519       00060     00003     Discharge, cubic feet per second (Mean)"						
#						
# Data-value qualification codes included in this output:						
#        						
#     A  Approved for publication -- Processing and review completed.						
#     e  Value has been estimated.						
# 						
agency_cd	site_no	datetime	Height_ft	Height_m	Discharge_cfs	Dishcarge_cms
USGS	2448000	1/1/1945			2040	57.76636788
USGS	2448000	1/2/1945			1900	53.8020093
USGS	2448000	1/3/1945			1500	42.4752705
USGS	2448000	1/4/1945			1200	33.9802164
USGS	2448000	1/5/1945			900	25.4851623
USGS	2448000	1/6/1945			700	19.8217929
USGS	2448000	1/7/1945			2500	70.7921175
USGS	2448000	1/8/1945			2400	67.9604328
USGS	2448000	1/9/1945			2300	65.1287481
USGS	2448000	1/10/1945			2000	56.633694
USGS	2448000	1/11/1945			1500	42.4752705
USGS	2448000	1/12/1945			1000	28.316847
USGS	2448000	1/13/1945			560	15.85743432
USGS	2448000	1/14/1945			640	18.12278208
USGS	2448000	1/15/1945			750	21.23763525
USGS	2448000	1/16/1945			640	18.12278208
USGS	2448000	1/17/1945			500	14.1584235
USGS	2448000	1/18/1945			360	10.19406492
USGS	2448000	1/19/1945			540	15.29109738
USGS	2448000	1/20/1945			650	18.40595055
USGS	2448000	1/21/1945			900	25.4851623
USGS	2448000	1/22/1945			1100	31.1485317
USGS	2448000	1/23/1945			900	25.4851623
USGS	2448000	1/24/1945			700	19.8217929
USGS	2448000	1/25/1945			600	16.9901082
USGS	2448000	1/26/1945			500	14.1584235
USGS	2448000	1/27/1945			450	12.74258115
USGS	2448000	1/28/1945			360	10.19406492
USGS	2448000	1/29/1945			310	8.77822257
USGS	2448000	1/30/1945			260	7.36238022
USGS	2448000	1/31/1945			220	6.22970634
USGS	2448000	2/1/1945			200	5.6633694
USGS	2448000	2/2/1945			180	5.09703246
USGS	2448000	2/3/1945			170	4.81386399
USGS	2448000	2/4/1945			165	4.672279755
USGS	2448000	2/5/1945			500	14.1584235
USGS	2448000	2/6/1945			2700	76.4554869
USGS	2448000	2/7/1945			2500	70.7921175
USGS	2448000	2/8/1945			2200	62.2970634
USGS	2448000	2/9/1945			2000	56.633694
USGS	2448000	2/10/1945			1250	35.39605875
USGS	2448000	2/11/1945			825	23.36139878
USGS	2448000	2/12/1945			1200	33.9802164
